geneName	h1_T0	h1_T12	h2_T0	h2_T12
EMP1	4803	14247	5201	10532
EMP3	1225	1450	1137	2156
EMR1	0	0	0	0
EMR2	0	0	0	4
EMR3	0	0	0	0
EMX1	0	0	0	1
EMX2	999	414	1156	449
EN1	101	99	117	192
EN2	0	0	0	1
ENAH	999	2266	682	1069
ENAM	7	1	3	2
ENC1	377	1012	66	163
ENDOD1	408	726	269	469
ENDOG	13	16	11	23
ENDOU	1	6	3	2
ENDOV	77	46	45	41
ENG	776	1565	794	1917
ENGASE	102	64	70	68
ENO4	12	4	12	0
ENOSF1	103	90	91	80
ENOX2	115	141	82	112
ENPEP	2	8	0	1
ENPP1	134	455	118	429
ENPP2	3549	2849	944	809
ENPP3	1	0	0	1
ENPP4	108	116	28	10
ENPP5	6	2	0	1
ENPP6	0	0	0	0
ENPP7	0	0	0	0
ENSA	307	321	308	365
ENTHD1	0	0	0	0
ENTPD1	0	0	0	0
ENTPD2	1	0	0	2
ENTPD3	3	1	2	0
ENTPD4	466	735	283	278
ENTPD5	138	160	114	174
ENTPD6	170	246	187	243
ENTPD7	191	710	141	432
ENTPD8	0	0	1	0
ENY2	271	370	254	264
EOMES	0	2	0	0
EP300	1025	793	791	549
EP400	390	307	235	161
EPAS1	2799	1915	3050	1376
EPB41	161	79	232	120
EPB41L2	1692	693	1060	488
EPB41L3	631	851	206	272
EPB41L4A	3	3	3	5
EPB41L4B	3	3	0	4
EPB41L5	69	73	44	61
EPB42	1	0	0	0
EPB49	4	4	14	3
EPC1	235	295	230	228
EPC2	288	274	289	192
EPCAM	1	0	1	0
EPDR1	500	523	445	448
EPG5	808	2035	447	709
EPGN	6	19	0	0
EPHA1	135	207	221	398
EPHA2	130	187	106	173
EPHA3	33	32	0	0
EPHA4	63	135	20	52
EPHA5	0	0	0	0
EPHA6	0	0	0	0
EPHA7	0	0	0	0
EPHA8	0	0	0	0
EPHB1	47	879	25	409
EPHB2	16	48	13	25
EPHB3	196	54	176	91
EPHB4	344	140	312	145
EPHB6	25	7	28	3
EPHX1	817	354	701	467
EPHX2	4	2	17	10
EPHX3	0	0	0	0
EPHX4	2	0	0	1
EPM2A	86	66	66	64
EPN1	606	728	796	1091
EPN2	405	333	379	263
EPO	0	0	0	0
EPRS	2039	2724	1959	1742
EPS15	521	352	387	267
EPS15L1	149	221	133	173
EPS8	1610	1200	1383	1025
EPS8L1	0	0	5	0
EPS8L3	0	0	0	0
EPT1	48	228	31	109
EPX	1	0	0	0
EPYC	0	1	1	2
ERAL1	220	320	224	493
ERAP1	548	483	465	302
ERAP2	197	156	95	69
ERBB2	617	366	609	420
ERBB2IP	2294	2469	1259	720
ERBB4	0	0	1	1
ERC1	448	630	239	302
ERC2	2	0	0	1
ERCC1	476	711	584	958
ERCC2	152	332	210	407
ERCC4	127	128	70	67
ERCC5	925	797	646	477
ERCC6L	4	29	4	12
ERCC8	76	105	76	108
EREG	0	5	0	1
ERF	270	403	206	442
ERG	0	9	1	18
ERGIC1	2424	3612	2286	3750
ERGIC3	1523	1400	1751	2296
ERH	444	841	450	873
ERI2	19	22	17	17
ERI3	79	103	91	154
ERICH1	64	65	45	51
ERLEC1	824	1168	753	651
ERLIN1	686	1062	563	980
ERLIN2	940	1027	801	916
ERMAP	57	28	60	15
ERMN	5	13	1	2
ERMP1	227	167	158	103
ERN1	94	178	42	87
ERN2	0	0	0	0
ERO1L	222	399	180	311
ERP27	0	0	0	0
ERP29	1344	888	1370	1180
ERP44	459	710	490	600
ERRFI1	305	706	237	1471
ESAM	2	0	0	1
ESCO1	172	186	86	62
ESCO2	0	10	3	3
ESD	355	324	394	402
ESF1	60	109	19	20
ESM1	5	550	7	110
ESPL1	4	23	9	13
ESR1	3	4	1	2
ESR2	0	0	0	0
ESRP1	0	0	0	0
ESRP2	0	1	0	1
ESRRA	11	29	19	15
ESRRB	0	0	0	0
ESRRG	0	0	0	0
ESX1	0	0	0	0
ESYT3	13	17	4	9
ETAA1	67	43	46	12
ETF1	98	205	80	166
ETFA	384	604	429	686
ETFB	91	88	102	183
ETFDH	234	150	203	107
ETNK1	122	210	73	72
ETNK2	55	13	50	23
ETS1	226	701	176	417
ETS2	117	333	84	255
ETV3	17	31	13	21
ETV3L	0	1	0	5
ETV4	15	11	15	10
ETV5	255	323	284	306
ETV6	115	82	94	68
ETV7	5	1	4	1
EVC	682	462	559	410
EVC2	128	109	114	81
EVI2A	128	24	18	3
EVI2B	2	0	0	0
EVI5	308	436	199	132
EVI5L	270	256	234	247
EVL	183	228	233	358
EVPL	0	0	0	0
EVX1	0	0	0	0
EVX2	3	0	0	1
EWSR1	889	1204	781	820
EXD1	0	0	0	1
EXD2	226	206	221	180
EXO1	3	29	3	10
EXOC1	523	573	339	324
EXOC2	133	175	122	122
EXOC3	408	316	333	345
EXOC3L1	4	6	5	7
EXOC3L2	0	0	0	1
EXOC3L4	0	0	0	1
EXOC5	620	888	431	265
EXOC6	27	19	11	9
EXOC6B	260	187	188	136
EXOC7	579	657	532	707
EXOC8	218	223	140	131
EXOG	155	137	120	114
EXOSC1	112	123	131	207
EXOSC10	373	581	310	442
EXOSC2	62	136	58	145
EXOSC3	105	189	77	138
EXOSC4	84	153	88	275
EXOSC5	39	51	43	74
EXOSC7	270	194	248	296
EXOSC8	124	145	88	83
EXPH5	0	0	1	0
EXT1	2618	3628	1800	3212
EXT2	1792	2003	1775	2208
EXTL1	113	266	26	69
EXTL2	404	484	214	291
EXTL3	609	933	592	811
EYA1	4	0	0	1
EYA2	21	59	10	39
EYA3	175	345	130	217
EYA4	1	0	0	0
EZH1	642	453	507	308
EZH2	18	83	30	51
EZR	352	512	327	394
F10	345	227	376	249
F11	0	0	0	0
F11R	2	9	4	10
F12	2	2	0	3
F13A1	1	0	1	0
F13B	0	0	0	0
F2	0	1	0	0
F2RL2	4	6	5	15
F3	239	3148	536	1715
F7	3	0	1	5
F8	34	21	11	15
F9	0	0	0	0
FA2H	0	0	0	0
FAAH	16	4	10	5
FAAH2	2	0	2	0
FABP12	0	0	0	0
FABP2	0	0	0	0
FABP4	0	0	0	0
FABP5	1	55	1	17
FABP6	0	0	0	0
FABP7	0	0	0	0
FABP9	0	0	0	0
FADS1	348	195	227	100
FADS2	359	108	305	70
FADS3	788	534	921	373
FAF1	175	298	173	303
FAF2	179	278	160	220
FAH	108	142	111	190
FAIM	58	47	64	34
FAIM2	6	1	13	7
FAIM3	3	0	4	9
FAM100B	79	84	96	103
FAM101A	44	106	18	48
FAM102A	460	279	353	245
FAM102B	199	68	156	43
FAM103A1	77	96	82	113
FAM104A	456	412	365	403
FAM104B	31	43	52	40
FAM105A	0	2	1	0
FAM105B	92	88	50	86
FAM107A	1	1	3	0
FAM107B	73	138	68	336
FAM108B1	108	113	84	88
FAM108C1	79	150	92	148
FAM109A	18	31	36	26
FAM109B	397	534	486	757
FAM110B	399	118	173	87
FAM110C	0	0	0	0
FAM113A	235	120	212	138
FAM113B	11	35	11	34
FAM114A1	1603	1724	1533	1430
FAM114A2	184	344	182	251
FAM115A	378	155	232	75
FAM116A	105	154	131	98
FAM117A	0	0	1	0
FAM117B	44	31	30	10
FAM118A	253	105	84	49
FAM118B	198	221	189	297
FAM120A	926	1544	763	1179
FAM120AOS	237	333	233	383
FAM120B	103	95	79	83
FAM120C	40	59	25	28
FAM122B	117	106	94	66
FAM122C	19	20	23	7
FAM123A	1	0	0	0
FAM123B	141	114	115	146
FAM123C	0	0	0	0
FAM124A	1	1	0	3
FAM124B	1	0	0	0
FAM125B	22	15	14	17
FAM126A	998	1557	866	1000
FAM126B	151	183	88	47
FAM129A	895	178	723	125
FAM129B	3641	6534	4271	5926
FAM131A	89	56	70	99
FAM131B	20	14	34	52
FAM132B	28	9	19	8
FAM134A	970	761	791	821
FAM134B	10	2	18	12
FAM134C	194	158	113	117
FAM135A	101	63	68	30
FAM135B	0	0	0	0
FAM13A	130	118	97	65
FAM13B	594	638	513	366
FAM13C	28	7	17	4
FAM149B1	211	150	221	168
FAM150A	1	0	0	0
FAM150B	1	0	0	0
FAM151A	5	24	5	33
FAM151B	36	28	22	13
FAM154A	1	0	1	0
FAM154B	1	0	0	0
FAM155A	21	60	8	7
FAM158A	44	44	37	96
FAM159A	1	1	0	0
FAM159B	2	0	0	1
FAM160A2	288	208	238	170
FAM160B1	725	644	508	308
FAM160B2	511	473	543	585
FAM161A	32	14	11	1
FAM161B	48	52	34	42
FAM162B	0	0	0	0
FAM163A	0	0	0	0
FAM164A	79	74	67	30
FAM164C	6	8	7	1
FAM166A	132	432	134	468
FAM166B	0	0	2	0
FAM168A	908	1172	823	1335
FAM168B	1854	2603	1616	2024
FAM170A	0	0	0	0
FAM171A1	425	600	428	611
FAM171B	597	264	197	35
FAM172A	196	143	95	60
FAM173A	19	21	14	15
FAM173B	52	50	44	57
FAM174A	124	163	114	123
FAM174B	6	32	5	14
FAM175B	229	319	203	250
FAM176A	354	735	385	1169
FAM176B	294	260	354	349
FAM177A1	458	901	444	511
FAM177B	0	0	0	0
FAM178A	374	452	221	171
FAM178B	0	0	0	0
FAM179A	0	0	0	0
FAM179B	387	304	221	154
FAM180A	345	1207	241	1113
FAM180B	0	0	1	0
FAM181A	0	0	0	0
FAM184A	3	2	1	0
FAM184B	11	23	8	7
FAM185A	2	2	1	0
FAM186A	0	0	0	0
FAM186B	10	12	7	2
FAM187A	0	0	0	0
FAM187B	0	0	0	0
FAM188A	328	408	299	279
FAM188B	40	20	29	36
FAM189A1	0	0	0	1
FAM189A2	0	1	0	0
FAM189B	128	127	116	131
FAM18A	9	13	11	17
FAM190A	0	0	0	0
FAM190B	848	792	561	374
FAM193A	300	258	263	230
FAM193B	455	279	387	283
FAM194A	1	0	0	0
FAM195B	578	724	496	1097
FAM196A	4	37	1	21
FAM198A	1	0	0	0
FAM198B	792	336	208	35
FAM199X	187	225	111	97
FAM19A1	0	0	0	0
FAM19A2	83	25	5	3
FAM19A3	2	23	0	25
FAM19A4	0	0	0	0
FAM200A	97	107	81	69
FAM204A	169	221	175	162
FAM205B	3	0	2	0
FAM206A	20	21	12	12
FAM208A	540	503	317	185
FAM208B	927	1529	636	712
FAM20A	261	43	178	62
FAM20B	215	196	145	125
FAM210B	4	6	5	5
FAM211B	40	12	53	23
FAM212A	20	18	30	42
FAM212B	152	43	48	12
FAM213A	3	0	0	0
FAM213B	9	10	14	23
FAM214A	438	323	266	121
FAM214B	348	602	350	507
FAM26D	0	0	0	0
FAM26E	88	68	113	52
FAM26F	9	8	1	2
FAM36A	10	18	18	20
FAM3A	187	158	130	179
FAM3B	0	0	0	0
FAM3C	46	66	17	24
FAM3D	0	0	0	1
FAM40A	423	500	366	515
FAM40B	1	4	3	2
FAM43A	290	134	223	238
FAM43B	1	5	2	7
FAM45A	25	22	30	13
FAM46A	1037	1436	800	1091
FAM46B	62	8	46	6
FAM46D	0	0	0	0
FAM47E	0	1	0	2
FAM48A	324	481	279	276
FAM49A	10	2	2	2
FAM49B	61	145	66	113
FAM50A	380	562	267	560
FAM53A	0	0	0	0
FAM53B	91	124	79	120
FAM53C	626	446	590	520
FAM54A	4	4	2	7
FAM54B	591	563	565	738
FAM55A	0	0	0	1
FAM55B	2	1	2	0
FAM55C	511	332	242	152
FAM55D	0	0	0	0
FAM57A	18	85	16	153
FAM57B	0	0	0	0
FAM59A	27	14	24	14
FAM59B	62	78	5	2
FAM5B	0	1	0	0
FAM5C	0	1	0	0
FAM63A	110	51	75	43
FAM63B	322	391	245	154
FAM64A	1	3	1	4
FAM65A	369	445	340	490
FAM65B	78	24	173	386
FAM65C	14	8	5	8
FAM69A	665	446	668	262
FAM69B	4	8	1	4
FAM69C	0	0	0	0
FAM71A	0	0	0	0
FAM71B	0	0	0	0
FAM71C	0	0	0	0
FAM71D	1	0	0	0
FAM71E1	3	0	2	2
FAM71F1	0	0	2	0
FAM71F2	7	1	4	2
FAM73A	110	167	74	74
FAM73B	91	103	75	96
FAM76A	82	52	58	39
FAM76B	196	104	126	50
FAM78A	13	11	17	12
FAM78B	2	2	3	2
FAM81A	6	4	1	1
FAM81B	0	0	0	0
FAM82A1	93	64	109	32
FAM82A2	185	429	192	373
FAM82B	477	526	399	415
FAM83A	1	0	1	0
FAM83B	0	0	0	0
FAM83C	0	0	0	0
FAM83D	1	3	4	1
FAM83E	0	0	0	0
FAM83F	0	0	0	0
FAM83H	19	18	22	25
FAM84A	137	29	68	4
FAM89A	37	22	72	50
FAM89B	52	52	62	72
FAM8A1	713	628	525	347
FAM91A1	69	68	37	38
FAM92B	0	0	0	0
FAM96A	30	46	45	59
FAM96B	162	236	225	500
FAM98A	603	2007	515	1337
FAM98B	80	121	72	59
FAM9B	0	0	0	0
FAM9C	0	0	0	0
FANCB	7	20	3	5
FANCC	9	25	14	11
FANCE	79	55	76	83
FANCF	63	53	49	39
FANCG	106	98	85	103
FANCI	104	153	97	120
FANCL	124	113	96	67
FANCM	50	80	32	19
FANK1	67	26	61	43
FAP	1775	1317	901	806
FAR1	346	423	170	105
FAR2	62	112	36	29
FARP1	1519	933	2337	1277
FARP2	178	159	123	142
FARS2	100	116	110	174
FARSA	220	624	230	942
FARSB	172	573	178	638
FAS	471	745	445	425
FASLG	0	0	0	0
FASN	1302	1083	810	1064
FASTK	558	741	564	775
FASTKD1	64	126	59	72
FASTKD2	189	359	151	169
FASTKD3	62	88	42	74
FASTKD5	149	230	136	163
FAT1	6944	3549	6746	3019
FAT2	6	12	8	2
FAT3	34	32	20	16
FATE1	0	0	0	0
FBF1	76	52	45	45
FBL	300	460	302	692
FBLIM1	70	59	97	54
FBLN1	3767	1882	1819	1884
FBLN2	8351	5132	6293	5009
FBLN5	3933	2959	4118	3146
FBLN7	231	162	404	276
FBN1	38333	20997	25880	11465
FBN2	1736	866	2202	840
FBN3	0	0	0	0
FBP1	0	0	2	1
FBP2	0	0	0	0
FBRS	548	528	547	535
FBRSL1	69	93	81	121
FBXL12	170	198	231	271
FBXL13	2	1	5	2
FBXL14	10	4	21	8
FBXL15	39	38	48	55
FBXL16	2	0	4	2
FBXL17	288	209	168	94
FBXL18	61	49	43	66
FBXL19	67	42	65	61
FBXL20	37	26	23	25
FBXL3	752	782	470	316
FBXL4	181	206	140	136
FBXL5	633	472	355	342
FBXL6	100	283	93	225
FBXL7	672	141	580	162
FBXL8	29	22	20	28
FBXO10	155	131	94	120
FBXO11	604	641	470	401
FBXO15	2	0	1	1
FBXO2	15	0	11	10
FBXO21	430	398	363	382
FBXO22	279	306	211	230
FBXO25	114	55	82	69
FBXO27	29	24	11	22
FBXO28	454	659	335	412
FBXO3	430	298	357	242
FBXO30	333	462	273	292
FBXO31	81	86	60	94
FBXO32	1082	956	1172	704
FBXO33	233	342	164	224
FBXO34	255	257	205	213
FBXO36	5	3	1	5
FBXO38	426	389	330	313
FBXO39	1	1	5	0
FBXO4	73	72	72	119
FBXO40	0	0	0	0
FBXO41	52	54	49	20
FBXO42	259	232	272	268
FBXO43	1	0	1	1
FBXO44	203	94	261	137
FBXO45	117	238	90	130
FBXO46	22	27	31	22
FBXO47	0	0	1	0
FBXO48	5	7	4	1
FBXO5	54	73	57	46
FBXO6	27	15	26	21
FBXO7	639	726	620	807
FBXO8	262	226	226	236
FBXO9	671	628	625	545
FBXW10	0	0	0	0
FBXW11	555	533	561	467
FBXW12	0	0	0	0
FBXW2	396	444	298	415
FBXW5	409	554	392	596
FBXW7	260	250	217	157
FBXW8	99	143	90	160
FBXW9	75	65	78	79
FCAMR	0	0	0	0
FCAR	0	0	0	0
FCER1A	0	0	0	0
FCER1G	0	3	0	1
FCF1	54	82	46	52
FCGBP	0	3	6	0
FCGRT	758	462	903	892
FCHO1	2	1	3	1
FCHO2	419	486	309	193
FCHSD1	283	187	281	154
FCHSD2	306	382	218	418
FCN1	0	0	0	0
FCN2	0	0	0	0
FCN3	1	0	0	3
FCRL1	0	0	0	0
FCRL2	0	0	0	0
FCRL4	0	0	0	0
FCRL6	0	0	0	0
FCRLA	37	154	22	109
FCRLB	6	75	15	75
FDCSP	0	0	0	0
FDPS	616	389	549	448
FDX1L	52	46	29	61
FDXACB1	12	19	6	24
FDXR	217	56	136	81
FECH	141	127	90	129
FEM1B	43	61	25	44
FEM1C	75	83	50	47
FEN1	3	17	1	16
FER	196	165	89	47
FER1L6	13	2	4	3
FERD3L	0	0	0	0
FERMT2	2266	3513	2677	3092
FERMT3	11	27	37	47
FETUB	0	0	0	0
FEZ1	271	202	293	304
FEZ2	932	1271	1078	1060
FEZF1	0	0	0	0
FEZF2	0	0	0	0
FFAR1	0	0	0	0
FFAR2	0	0	0	0
FGA	0	0	0	0
FGB	0	0	0	0
FGD1	194	214	166	230
FGD2	0	0	0	0
FGD3	0	0	0	0
FGD4	70	28	76	35
FGD5	1	0	2	1
FGD6	14	16	7	1
FGF1	275	618	447	548
FGF10	86	2	91	5
FGF11	13	12	27	52
FGF12	11	1	0	0
FGF14	74	41	31	12
FGF16	0	0	0	0
FGF17	3	0	2	0
FGF18	0	3	1	5
FGF19	0	0	0	0
FGF2	5736	12855	6069	3768
FGF20	0	0	0	0
FGF21	0	0	0	0
FGF22	0	0	0	1
FGF23	0	0	0	0
FGF3	0	0	0	0
FGF4	0	0	0	0
FGF5	135	1103	137	909
FGF6	0	0	0	0
FGF7	1575	1545	1291	555
FGF8	0	0	0	0
FGF9	187	15	440	15
FGFBP1	0	0	0	0
FGFBP2	0	0	0	1
FGFBP3	0	0	0	1
FGFR1	1809	4038	1851	3619
FGFR1OP	184	146	139	91
FGFR1OP2	170	202	119	70
FGFR2	76	30	4	1
FGFR3	11	11	9	17
FGFR4	0	3	1	4
FGG	0	0	0	0
FGGY	39	26	47	25
FGL1	0	0	0	0
FGL2	1	2	2	1
FGR	0	0	1	0
FH	132	265	200	309
FHAD1	0	0	0	2
FHDC1	2	3	1	0
FHIT	5	0	4	3
FHL2	1222	2802	1994	4019
FHL3	85	103	196	358
FHL5	0	0	0	0
FHOD1	327	229	171	187
FHOD3	403	1012	1175	605
FIBCD1	4	9	4	25
FIBIN	287	60	129	74
FIBP	301	373	384	811
FICD	135	466	164	407
FIG4	242	112	213	73
FIGF	1	0	0	0
FIGLA	0	0	0	0
FIGN	9	4	6	5
FIGNL1	53	134	40	78
FILIP1	0	3	4	0
FILIP1L	620	2262	482	775
FIP1L1	495	567	416	517
FIS1	459	637	661	1206
FITM1	1	0	1	1
FITM2	7	10	4	7
FKBP10	5176	6236	5267	6849
FKBP11	169	426	265	656
FKBP14	272	931	237	580
FKBP15	333	385	257	348
FKBP1A	117	311	107	286
FKBP1B	16	11	21	21
FKBP2	106	118	107	198
FKBP3	269	310	244	142
FKBP4	75	223	98	294
FKBP5	10	15	4	10
FKBP6	0	0	0	0
FKBP7	171	243	207	230
FKBP8	1402	1195	1776	1959
FKBPL	43	33	41	42
FKRP	213	232	213	233
FKTN	517	572	310	261
FLAD1	151	209	143	314
FLCN	299	153	91	66
FLG2	0	0	0	0
FLI1	77	79	69	81
FLII	1282	1615	1439	1924
FLNB	1782	2903	1826	1582
FLNC	5525	18094	3706	10330
FLOT1	878	697	1219	1108
FLOT2	244	148	219	166
FLRT1	4	7	11	4
FLRT2	2071	2122	1124	992
FLRT3	49	47	4	9
FLT1	26	53	62	123
FLT3	0	0	0	0
FLT3LG	40	3	59	20
FLT4	0	0	0	0
FLVCR1	11	18	5	16
FLVCR2.1	11	8	7	8
FLYWCH1	36	10	26	18
FMN1	21	49	25	24
FMNL1	54	21	84	50
FMNL3	130	353	111	274
FMO1	0	0	0	0
FMO2	0	0	0	0
FMO3	0	0	0	0
FMO4	40	8	18	9
FMO5	20	18	16	3
FMO6P	0	0	0	0
FMOD	1404	929	1367	1087
FMR1	371	285	237	147
FN1	510239	347220	327872	237213
FN3K	6	0	7	1
FN3KRP	87	79	46	78
FNBP1	230	62	216	73
FNBP1L	381	224	376	183
FNBP4	622	502	464	272
FNDC1	311	294	88	86
FNDC3A	904	1945	695	1246
FNDC3B	2541	2595	2064	1468
FNDC4	56	81	63	119
FNDC5	11	15	9	17
FNDC7	1	0	0	0
FNDC8	8	6	3	6
FNDC9	0	0	0	0
FNTB	123	242	162	343
FOLR1	7	7	11	13
FOLR2	0	0	0	0
FOLR3	10	33	1	5
FOS	2776	170	1427	86
FOSL1	173	1020	257	1650
FOSL2	560	364	472	384
FOXA1	0	0	1	1
FOXA3	1	0	0	1
FOXB1	0	0	0	0
FOXB2	0	0	0	0
FOXD3	1	0	0	0
FOXF1	3	8	2	4
FOXF2	84	80	76	137
FOXG1	0	0	0	0
FOXH1	1	0	2	0
FOXI1	0	0	0	0
FOXJ1	0	0	0	0
FOXJ2	300	279	288	236
FOXJ3	209	228	148	162
FOXK1	52	47	35	28
FOXK2	187	225	143	213
FOXN1	0	0	0	0
FOXN2	177	310	120	95
FOXN3	580	444	354	516
FOXN4	0	0	0	0
FOXO3	0	1	0	0
FOXO4	70	26	85	25
FOXP1	192	436	182	361
FOXP2	145	25	80	11
FOXP3	1	0	0	1
FOXP4	100	87	140	111
FOXR1	0	0	0	0
FOXR2	0	0	0	0
FOXRED1	89	117	67	127
FOXRED2	47	28	24	13
FOXS1	0	0	0	0
FPGS	193	228	198	298
FPR1	2	12	0	2
FPR2	0	3	0	1
FRA10AC1	113	106	84	31
FRAS1	221	103	431	216
FRAT1	9	0	6	3
FREM1	7	4	36	25
FREM2	1	0	0	0
FREM3	0	2	0	1
FRK	7	5	3	0
FRMD1	0	0	0	0
FRMD3	8	65	3	10
FRMD4A	169	512	52	172
FRMD4B	1	2	1	0
FRMD5	21	60	12	58
FRMD6	4581	13219	2806	8542
FRMD7	0	0	0	0
FRMPD1	1	3	0	2
FRMPD3	3	37	0	60
FRMPD4	489	432	18	8
FRRS1	17	14	12	15
FRS2	43	62	22	22
FRS3	47	35	38	36
FRZB	0	2	1	4
FSCN1	14	9	17	7
FSCN2	4	1	5	4
FSCN3	0	2	0	1
FSD1	1	0	2	4
FSD1L	21	20	17	4
FSD2	0	0	1	1
FSHB	0	0	0	0
FSHR	0	0	0	0
FSIP1	39	9	32	5
FSIP2	0	1	0	0
FST	4370	1517	4185	2173
FSTL1	55760	50343	56699	33524
FSTL3	34	110	32	159
FSTL4	0	0	0	0
FSTL5	2	0	0	0
FTCD	4	2	1	1
FTHL17	0	0	0	0
FTMT	0	0	0	0
FTO	682	742	484	586
FTSJ2	25	43	34	50
FTSJ3	404	663	211	431
FTSJD2	465	533	396	488
FUBP1	666	1051	463	565
FUBP3	565	987	522	629
FUCA1	94	59	204	173
FUCA2	585	865	550	835
FUK	81	37	46	35
FUS	579	1949	664	2019
FUT1	0	0	0	0
FUT10	97	63	55	54
FUT11	232	334	164	331
FUT5	0	0	0	0
FUT8	585	487	384	350
FUT9	0	0	0	0
FXC1	219	244	170	327
FXR1	445	372	311	149
FXR2	340	535	334	662
FXYD2	0	0	0	0
FXYD3	0	1	0	0
FXYD5	194	307	432	645
FXYD6	0	0	0	0
FYCO1	516	327	437	194
FYN	839	593	1145	898
FZD3	1	5	0	9
FZD4	608	304	449	286
FZD5	1	0	0	0
FZD6	655	647	455	275
FZD7	748	586	848	527
FZR1	90	74	83	78
G2E3	26	34	8	13
G3BP1	110	265	84	180
G3BP2	1192	1647	784	1019
G6PC	0	0	0	0
G6PC2	0	0	0	0
G6PC3	456	491	428	726
G6PD	456	446	321	383
GAA	904	522	973	688
GAB1	96	41	63	16
GAB2	104	58	96	28
GAB3	0	2	0	0
GAB4	0	0	0	0
GABARAP	1772	1320	1866	2139
GABARAPL2	537	455	553	482
GABBR2	278	1970	298	1644
GABPA	44	33	37	19
GABPB1	160	244	148	239
GABPB2	91	92	63	57
GABRA1	0	0	0	0
GABRA2	0	0	0	0
GABRA3	0	2	0	0
GABRA4	0	0	0	0
GABRA5	10	2	2	0
GABRA6	0	0	0	0
GABRB1	0	0	0	0
GABRB2	0	0	0	0
GABRB3	0	0	81	50
GABRD	0	0	0	0
GABRE	731	331	386	79
GABRG1	0	0	0	0
GABRP	0	0	0	0
GABRQ	2	0	0	0
GABRR1	0	0	0	0
GABRR2	4	0	1	0
GAD1	70	66	41	14
GAD2	0	0	0	0
GADD45A	734	618	539	367
GADD45B	407	734	524	915
GADD45G	3	5	0	0
GADL1	0	1	0	1
GAK	354	595	301	628
GAL	1	3	6	192
GAL3ST1	0	0	1	2
GAL3ST2	0	0	0	0
GAL3ST3	0	0	0	0
GAL3ST4	33	6	64	17
GALC	217	166	159	106
GALE	39	213	41	238
GALK1	60	63	83	145
GALK2	137	214	97	183
GALM	94	34	135	85
GALNS	172	145	147	129
GALNT1	554	1106	547	457
GALNT10	1141	3102	912	2308
GALNT11	428	368	261	333
GALNT12	19	14	15	8
GALNT13	3	1	1	0
GALNT2	845	1168	768	1245
GALNT3	1	4	3	7
GALNT5	2416	1898	1834	1367
GALNT6	35	179	9	91
GALNT7	173	166	151	151
GALNTL1	93	137	59	87
GALNTL2	160	108	113	100
GALNTL4	3	52	3	62
GALNTL5	0	0	0	0
GALNTL6	1	1	1	5
GALP	0	0	0	0
GALR1	0	0	0	0
GALR2	1	1	1	0
GALR3	0	0	0	0
GALT	200	87	173	110
GAMT	67	41	53	94
GAN	10	16	7	8
GANAB	5271	4593	4644	4505
GANC	114	134	82	100
GAP43	5	8	7	41
GAPDHS	49	14	21	10
GAPT	0	0	0	0
GAR1	34	65	22	46
GARNL3	5	0	11	8
GARS	1991	2440	2506	2327
GART	470	850	425	711
GAS2	1	2	3	1
GAS2L1	160	178	173	215
GAS2L2	0	1	0	0
GAS2L3	14	7	5	5
GAS7	208	263	222	460
GAS8	96	92	105	73
GAST	0	0	0	0
GATA2	74	227	114	334
GATA3	1	2	1	2
GATA5	0	0	0	0
GATA6	49	69	34	29
GATAD2B	76	55	38	53
GATM	0	0	0	0
GATS	58	31	67	33
GBA2	452	449	411	441
GBAS	151	112	140	102
GBE1	1638	1777	1229	1889
GBF1	903	1429	719	1136
GBGT1	7	4	22	31
GBP1	75	38	47	26
GBP3	51	30	19	15
GBP7	0	0	1	0
GBX1	0	0	0	0
GBX2	1	0	0	0
GC	0	0	0	0
GCA	10	2	4	0
GCAT	43	62	43	95
GCC1	451	277	379	293
GCC2	486	476	207	119
GCDH	89	99	78	133
GCET2	8	10	7	3
GCFC1	401	283	245	77
GCFC2	130	210	98	69
GCG	0	0	0	0
GCGR	0	0	0	0
GCH1	8	20	1	13
GCHFR	4	1	2	2
GCK	5	1	11	5
GCKR	0	4	2	1
GCLC	159	218	117	90
GCLM	633	638	472	336
GCM1	1	0	0	0
GCM2	0	0	0	0
GCN1L1	905	1858	693	1355
GCNT1	5	3	5	2
GCNT3	2	0	0	0
GCNT7	0	1	0	0
GCOM1	23	12	14	14
GDA	0	0	0	0
GDAP1	58	85	39	60
GDAP1L1	0	1	1	0
GDAP2	58	70	56	50
GDE1	709	655	669	732
GDF11	179	167	143	225
GDF15	249	48	433	80
GDF3	0	0	0	0
GDF5	227	107	53	71
GDF5OS	81	36	21	20
GDF6	85	98	129	115
GDF7	0	0	0	0
GDI1	1009	1483	1274	1996
GDI2	1157	2655	1105	2661
GDNF	84	150	102	330
GDPD1	5	2	4	1
GDPD2	1	1	0	1
GDPD3	33	3	36	5
GDPD4	1	0	0	0
GEM	261	298	138	337
GEMIN4	94	134	79	115
GEMIN5	233	376	193	285
GEMIN6	45	98	49	117
GEMIN8	136	73	118	83
GEN1	82	138	67	51
GET4	7	9	4	10
GFAP	0	0	2	0
GFER	35	42	43	74
GFI1	0	0	2	2
GFI1B	0	0	0	0
GFM1	374	775	253	455
GFM2	241	440	258	395
GFOD1	39	90	8	35
GFOD2	95	113	100	131
GFPT1	894	2073	752	1237
GFPT2	164	185	146	342
